battery_id,cycle_number,cycle_type,ambient_temperature,start_time_raw,capacity,avg_voltage_measured,min_voltage_measured,max_voltage_measured,avg_current_measured,min_current_measured,max_current_measured,avg_temperature_measured,min_temperature_measured,max_temperature_measured,avg_current_load,avg_voltage_load,duration_seconds,num_points_voltage,num_points_current,num_points_temperature,num_points_time,source_file
B0052,11,discharge,4.0,[[2010.       8.      26.      11.       4.       3.078]],,0.23689766012253222,0.22682521043328058,0.24097057206858588,0.0009519931365801819,-0.002607655499470773,0.004461569211283259,5.5591158087032575,3.8635535255180384,6.581808344024416,0.00016344086021505383,0.0009548387096774198,4565.859,465,465,465,465,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,12,impedance,24.0,[[2010.       8.      26.      12.      25.      47.859]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,13,charge,4.0,[[2010.       8.      26.      12.      57.      33.812]],,0.3326425523481281,0.31705293008268576,4.977575542358187,0.0024475871453495408,-0.006274732357569012,0.010938268954365376,5.761549939584367,4.15676050178148,6.618116032020743,,,10803.531,3604,3604,3604,3604,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,14,impedance,24.0,[[2.0100e+03 8.0000e+00 2.6000e+01 1.6000e+01 2.0000e+00 4.2578e+01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,15,discharge,4.0,[[2010.       8.      26.      16.      34.      25.921]],,0.33891988449688537,0.32591440938121413,0.40137408149367293,0.001606066991113857,-0.002460237793367044,0.005572836812193923,5.817834945150515,4.3048268681272654,6.737694429645351,0.00039963503649635045,0.0003704379562043796,5428.594,548,548,548,548,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,16,charge,4.0,[[2010.       8.      26.      18.       6.      14.921]],,0.3337672773274332,0.3232141264796155,4.981981198496643,0.0033491444237540593,-0.004250541976652478,0.008986912966712309,5.763005927543187,4.180341696088768,6.602925153881213,,,10802.063,3455,3455,3455,3455,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,17,discharge,4.0,[[2010.       8.      26.      21.       7.      22.031]],,0.3234807888442702,0.3222221275291471,0.3247660042446946,0.0016235355548411957,-0.001650745598861621,0.0048922114406281785,5.782840820033069,4.294134789182306,6.627599429348354,0.00040743494423791835,0.000713754646840149,2646.797,269,269,269,269,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,18,charge,4.0,[[2010.       8.      26.      21.      52.      49.484]],,0.3342035548411901,0.3227513207549681,4.98205563833697,0.003405195772775412,-0.0013009917603664905,0.00736665261859184,5.768656962589508,4.093010440557703,6.581959189621723,,,10803.765,3397,3397,3397,3397,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,19,discharge,4.0,[[2010.       8.      27.       0.      53.      58.484]],,0.32390294292207045,0.3218827423030691,0.3249405523148152,0.0017009736020436172,-0.0024835009189281966,0.005881936751343631,5.813684831217029,4.337401843395162,6.583040639790345,0.00040659340659340664,0.0006483516483516483,2705.594,273,273,273,273,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,20,charge,4.0,[[2.0100e+03 8.0000e+00 2.7000e+01 1.0000e+00 4.0000e+01 2.4953e+01]],,0.33480411186420805,0.32278708288753577,4.982674797519978,0.0034598000726219127,-0.004176052974541502,0.008369196019183726,5.734795825917118,4.080269326944685,6.552330502685689,,,10802.985,3369,3369,3369,3369,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,21,discharge,4.0,[[2010.       8.      27.       4.      41.      33.375]],,0.324473351966894,0.3232168838079549,0.325615660720445,0.0016835484501732413,-0.001619370203186377,0.00564187815871528,5.767637628902302,4.088460854301281,6.6517285530931165,0.0004075757575757577,0.0006742424242424244,2627.828,264,264,264,264,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,22,charge,4.0,[[2010.       8.      27.       5.      26.      42.234]],,0.33535287693378846,0.32375060939950495,4.982327691248248,0.0034373755579995948,-0.0016610956674347258,0.007905438234099848,5.761581156560716,4.177935631683144,6.554969658837626,,,10802.187,3305,3305,3305,3305,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,23,discharge,4.0,[[2010.       8.      27.       8.      27.      50.125]],,0.3246618757239439,0.3230251103407697,0.3259509224348625,0.0017691848194601309,-0.0025621144997701392,0.005648914660467398,5.786917078715292,4.152170544763002,6.5987627942231075,0.00041279461279461287,0.0005723905723905724,2981.312,297,297,297,297,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,24,impedance,24.0,[[2010.       8.      27.       9.      22.      52.734]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,25,charge,4.0,[[2010.       8.      27.       9.      54.      36.765]],,0.33758657768200473,0.323622533640994,4.982993217701205,0.0034634875061685237,-0.0013222237299532515,0.007571136213310722,5.736272254199153,4.080018665872919,6.558498793252587,,,10803.859,3213,3213,3213,3213,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,26,impedance,24.0,[[2010.       8.      27.      12.      59.      46.734]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,27,discharge,4.0,[[2010.       8.      27.      13.      31.      30.812]],,0.35320476265266726,0.34329394728157264,0.39555711883977845,0.001101607967952844,-0.004031722617157291,0.004442004423884504,5.683693761052382,4.295326888372164,6.6219772375278785,0.00041450777202072545,0.00083419689119171,1941.797,193,193,193,193,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,28,charge,4.0,[[2010.       8.      27.      14.       5.      14.093]],,0.3426066375913278,0.3257858479164362,4.983140358261687,0.003405243982337931,-0.005157100924494892,0.009551293759144994,5.80155029475946,4.105625195731629,6.650278091545561,,,10802.031,3197,3197,3197,3197,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,29,discharge,4.0,[[2010.       8.      27.      17.       6.      22.093]],,0.32336120090005843,0.3211377350306882,0.32747449035264015,0.0017674388415943375,-0.002246214913340847,0.0053189356737964695,5.727340157746257,4.209613925149064,6.646274566862874,0.00042281368821292785,0.0006045627376425858,2663.625,263,263,263,263,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,30,charge,4.0,[[2010.       8.      27.      17.      52.       7.453]],,0.34390355648597964,0.3214162813507606,4.983248033636471,0.003378592431588225,-0.002168497823719516,0.007028756881951309,5.7710581019479745,4.056408593063936,6.59881972212784,,,10803.625,3140,3140,3140,3140,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,31,discharge,4.0,[[2010.       8.      27.      20.      53.      17.296]],,0.32391593370497757,0.32173765393135323,0.326717874874792,0.0018028458478070053,-0.001113603383964557,0.004888719507506538,5.9003989237563355,4.2463804778295415,6.672403840084891,0.0004163701067615659,0.0005871886120996442,2862.25,281,281,281,281,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,32,charge,4.0,[[2010.       8.      27.      21.      42.      21.515]],,0.3451342441377009,0.3214894644829518,4.983311594971609,0.0027514047165858786,-0.0026325223176752346,0.007452296551371309,5.74657147641022,4.164480086393454,6.5754471117734665,,,10804.516000000003,3149,3149,3149,3149,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,33,discharge,4.0,[[2010.       8.      28.       0.      43.      32.531]],,0.32524374198582356,0.3234955258719347,0.3273918513110536,0.0009999293403992829,-0.0018832581571349137,0.003949906948670785,5.883705249180587,4.301808315088896,6.586040670084572,0.0004281081081081082,0.000837837837837838,1894.485,185,185,185,185,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,34,charge,4.0,[[2.0100e+03 8.0000e+00 2.8000e+01 1.0000e+00 1.6000e+01 2.9156e+01]],,0.3462788681384104,0.3235107198531055,4.983382533229395,0.0028102427276874018,-0.0027763830391702945,0.007369018087447659,5.786106098379434,4.15550733819853,6.6021451600928325,,,10803.406,3113,3113,3113,3113,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,35,discharge,4.0,[[2010.      8.     28.      4.     17.     39.25]],,0.3257026258942197,0.3237199275721395,0.32791863875082183,0.0012246272453871508,-0.0020233078842302192,0.004433275578181344,5.705300542411731,4.21985790678756,6.6242080981673,0.00042500000000000003,0.0008465909090909093,1799.25,176,176,176,176,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,36,impedance,24.0,[[2.01e+03 8.00e+00 2.80e+01 4.00e+00 5.30e+01 9.06e-01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,37,charge,4.0,[[2010.       8.      28.       5.      24.      45.484]],,0.35362471802662176,0.32784317297572035,4.983605029862844,0.002632511227883032,-0.0066389546501118895,0.007037231590227891,5.755549027978841,4.107593384624394,6.57688564586145,,,10802.672,3074,3074,3074,3074,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,38,impedance,24.0,[[2010.       8.      28.       8.      29.      55.015]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,39,discharge,4.0,[[2.0100e+03 8.0000e+00 2.8000e+01 9.0000e+00 1.0000e+00 3.9734e+01]],,0.4073647899207004,0.38102489266303374,0.5149253197410989,0.0009738784326758117,-0.0021243526893894686,0.003441963240646281,5.659816925973588,4.229630605693718,6.59530928801328,0.0004213017751479291,0.0008757396449704144,1741.204,169,169,169,169,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,40,charge,4.0,[[2010.       8.      28.       9.      32.       3.468]],,0.36687178555264566,0.3303815983503481,4.983485900243093,0.0025378941090264,-0.006967090329228248,0.01195560894335566,5.778838500483112,4.135594800892579,6.60729834805732,,,10805.156,3039,3039,3039,3039,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,41,discharge,4.0,[[2010.       8.      28.      12.      33.      15.671]],,0.3295911981833905,0.3288279450149741,0.33044222558555514,0.0014850775059943595,-0.001405463087205491,0.003753927035261317,6.161148563000329,6.043681510135424,6.28820769613908,0.00042500000000000003,0.0009166666666666666,236.156,24,24,24,24,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,42,charge,4.0,[[2010.       8.      28.      12.      38.      39.765]],,0.36960861395803973,0.3291709658250077,4.983665116893582,0.0022351240755253774,-0.008575348096802325,0.015362728927074477,5.779357755507239,4.213772687869447,6.541699453830324,,,10803.031,3018,3018,3018,3018,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,43,discharge,4.0,[[2010    8   28   15   39   50]],,0.3234524095139687,0.3194939610849327,0.3268780977694632,0.0010125446676861223,-0.0028406177148489003,0.007878538535169125,5.75534290155213,4.250224268238789,6.582054970348843,0.0004417582417582417,0.0007912087912087913,1899.218,182,182,182,182,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,44,charge,4.0,[[2010.       8.      28.      16.      12.      52.125]],,0.37297193295200476,0.32113724479915856,4.983423325129949,0.0023471182610977663,-0.008359275697081276,0.014458466189310085,5.777731605014226,4.083581225958208,6.566390983578814,,,10804.719,2940,2940,2940,2940,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,45,discharge,4.0,[[2010.       8.      28.      19.      14.       4.468]],,0.32192337326959014,0.31842123387521715,0.3285254196383198,0.0014556084963795843,-0.0021744937725428743,0.005364005746397463,5.773897577009191,4.334620862969653,6.588698518838487,0.0004307692307692308,0.000660633484162896,2305.25,221,221,221,221,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,46,charge,4.0,[[2010.       8.      28.      19.      53.      52.937]],,0.37712080514166163,0.3189885921548794,4.983492166856923,0.00245484939620607,-0.007370766044196142,0.010325391769442794,5.767351981679389,4.065995599405797,6.581715957569612,,,10805.11,2930,2930,2930,2930,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,47,discharge,4.0,[[2010.       8.      28.      22.      55.       5.671]],,0.32179114268680864,0.3170418237707028,0.3283222855989348,0.0007146315354782119,-0.005367553747710151,0.005666445250580279,5.7051337493509084,4.116363083382981,6.60717530952573,0.00042111801242236023,0.0008944099378881988,1690.594,161,161,161,161,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,48,impedance,24.0,[[2010.       8.      28.      23.      28.      39.718]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,49,charge,4.0,[[2010.      8.     29.      0.      0.     24.75]],,0.3920658863369523,0.33418555268164357,4.983579842352397,0.0025360517391988012,-0.006772431410305477,0.009349658982096068,5.753047352689441,4.116848723637753,6.550703829480132,,,10802.172,2877,2877,2877,2877,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,50,impedance,24.0,[[2010.       8.      29.       3.       5.      34.765]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,51,discharge,4.0,[[2010.       8.      29.       3.      37.      19.781]],,0.4906874413217856,0.4493991260435427,0.7680244991448124,0.0006360953513319604,-0.0046554791818517495,0.004080821584837899,5.961640391926228,4.30153025031131,6.61496479869181,0.0004269005847953217,0.000824561403508772,1800.421,171,171,171,171,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,52,charge,4.0,[[2010.       8.      29.       4.       8.      43.718]],,0.40289020917555496,0.33884924545114514,4.983439293418499,0.0024642327023813963,-0.005797540476707357,0.008076545901350969,5.747397660322632,4.11242258573607,6.574800846171649,,,10802.157,2857,2857,2857,2857,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,53,discharge,4.0,[[2010.       8.      29.       7.       9.      53.921]],,0.32496324886560674,0.31787914424915487,0.3361141058865468,0.0007483565391353448,-0.001055249806083085,0.0032393522005432747,5.640355163569891,4.105312741328231,6.6145133816337776,0.0004207792207792208,0.0008831168831168832,1633.25,154,154,154,154,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,54,charge,4.0,[[2010.      8.     29.      7.     38.     30.89]],,0.40671120165843533,0.3173509222437852,4.983424253649364,0.002259094738914305,-0.0032788150852211405,0.011531173018512085,5.7611163546791495,4.144225732693917,6.560125637167758,,,10802.515,2837,2837,2837,2837,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,55,discharge,4.0,[[2010.       8.      29.      10.      39.      41.562]],,0.3200749504297927,0.3153630335182592,0.3261771649155523,0.0009327810681929919,-0.0017286751543799978,0.0036759481454355426,5.878312867355149,4.274591490668015,6.546796095221561,0.000430674846625767,0.0008036809815950921,1737.172,163,163,163,163,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,56,charge,4.0,[[2010.       8.      29.      11.      10.       2.578]],,0.41149108662741896,0.31718462002867875,4.98355349909005,0.0022600740149765534,-0.008275294494946277,0.013182909447178717,5.761426440467075,4.141631075993974,6.561958101168878,,,10803.625,2810,2810,2810,2810,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,57,discharge,4.0,[[2010.       8.      29.      14.      11.      14.562]],,0.32277757293497206,0.3154931438300191,0.33129201158051325,0.0008479125301492479,-0.004054908278835504,0.00563175165187883,5.623840641053641,4.247288105777669,6.595730103984381,0.0004357615894039735,0.0008476821192052981,1614.406,151,151,151,151,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,58,charge,4.0,[[2010.       8.      29.      14.      39.      33.062]],,0.41511530925886536,0.3158640439495153,4.98350031668651,0.0022323160261791823,-0.0065321274990471695,0.00808101953002434,5.744394982373412,4.063086120456713,6.5622475868461985,,,10803.375,2773,2773,2773,2773,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,59,discharge,4.0,[[2010.       8.      29.      17.      40.      44.937]],,0.3208764063278491,0.31539862717685724,0.3284411359130549,0.0010572655790795653,-0.003952501918584883,0.01264316253494947,5.882304744716434,4.247028337117804,6.555064601703525,0.0004301886792452829,0.0007924528301886792,1708.86,159,159,159,159,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,60,impedance,24.0,[[2010.       8.      29.      18.      14.      38.046]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,61,charge,4.0,[[2010.       8.      29.      18.      46.      23.562]],,0.42380495330266416,0.33773384781661264,4.983400143065733,0.0022054787329545402,-0.008107985374425376,0.012504481422360032,5.7568685590795,4.134706931331333,6.555646446163452,,,10805.813,2738,2738,2738,2738,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0052,62,impedance,24.0,[[2010.       8.      29.      21.      51.      38.062]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0052.mat
B0050,1,discharge,4.0,[[2010.       8.      23.      17.      51.       9.218]],0.8631448527758341,3.058057702902253,2.1766233079901336,3.818275498868238,-1.9678823415208642,-2.0138841954536875,-0.00013012234100960834,14.106047002561935,9.20464519659275,17.700710235479104,1.9544546448087434,2.0604207650273225,1713.235,183,183,183,183,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,2,impedance,24.0,[[2.010e+03 8.000e+00 2.300e+01 1.800e+01 2.500e+01 1.828e+00]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,3,charge,4.0,[[2010.       8.      23.      18.      56.      44.734]],,4.178172161401762,3.4177220387267897,4.201697523912593,0.6580302306480035,-0.001130879333265227,1.518860670417693,6.787222693657037,4.584099453275956,8.988519475833352,,,10804.016,3785,3785,3785,3785,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,4,impedance,24.0,[[2.0100e+03 8.0000e+00 2.3000e+01 2.2000e+01 1.0000e+00 5.2843e+01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,5,discharge,4.0,[[2010.       8.      23.      22.      33.      35.875]],1.648789607776492,3.2490350549942337,2.1749971933736196,4.158856235580694,-2.000046726807743,-2.014864087482442,0.000554485227798267,12.882473241826201,5.616949769418875,19.05864532227174,1.9862728358208959,2.280770149253731,3170.984,335,335,335,335,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,6,charge,4.0,[[2010.       8.      23.      23.      27.      46.437]],,4.169173475496997,3.4292973800300612,4.2016429802870885,0.6301738794909533,0.00104986597369427,1.519809834029296,7.211415330244377,4.502143880000831,18.27209899526128,,,10803.468999999997,3667,3667,3667,3667,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,7,discharge,4.0,[[2.0100e+03 8.0000e+00 2.4000e+01 2.0000e+00 2.8000e+01 5.4312e+01]],1.601636485397804,3.276984379936998,2.1911951483218752,4.183088539012577,-2.000149531228784,-2.0155624547698805,0.0012972011603773763,12.442013542177062,5.652675320864224,20.111233999456417,1.9860498480243165,2.3108814589665654,3135.344,329,329,329,329,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,8,charge,4.0,[[2010.       8.      24.       3.      22.      29.609]],,4.169914458210832,3.4615359374043364,4.201819281620566,0.6103376259774111,-0.00040328400155028503,1.5197429613455926,7.172556105834922,4.494655981181643,17.913025033155215,,,10804.172,3583,3583,3583,3583,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,9,discharge,4.0,[[2010.       8.      24.       6.      23.      38.343]],1.5517564797427017,3.2890741542906974,2.1942759978640183,4.1834218050176215,-1.999381685199029,-2.016192178653311,-0.0008381528329988883,12.067451252934292,4.872961637252524,20.278735817853075,1.9856188679245286,2.3236509433962267,3049.781,318,318,318,318,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,10,charge,4.0,[[2010.       8.      24.       7.      15.      48.281]],,,,,,,,,,,,,1655.547,607,607,607,607,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,11,discharge,4.0,[[2010.       8.      26.      11.       4.       3.078]],0.03255841710834194,4.452558225780352,0.3492816607816715,4.535649473663294,-0.029284266758646555,-2.0134497447946256,0.007024894051589139,5.787557091529866,4.128248041576162,6.935918101259972,0.02592430107526882,0.04392043010752689,4565.859,465,465,465,465,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,12,impedance,24.0,[[2010.       8.      26.      12.      25.      47.859]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,13,charge,4.0,[[2010.       8.      26.      12.      57.      33.812]],,4.510929550006653,1.5901265191630394,4.965837393413679,-0.002424782899768863,-0.09098614310992521,0.1572952526611784,5.872487303398863,4.175941165040556,6.803015977347506,,,10803.531,3604,3604,3604,3604,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,14,impedance,24.0,[[2.0100e+03 8.0000e+00 2.6000e+01 1.6000e+01 2.0000e+00 4.2578e+01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,15,discharge,4.0,[[2010.       8.      26.      16.      34.      25.921]],2.6401491157387014,3.3355734950869853,2.1784008909706682,4.542426686314755,-2.0055567331475808,-2.018766969100753,-0.0023418313489393912,15.239769089136006,5.066163609661971,24.962762102598134,1.990978102189781,2.3515529197080287,5428.594,548,548,548,548,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
B0050,16,charge,4.0,[[2010.       8.      26.      18.       6.      14.921]],,4.183886061133019,3.4580396077192885,4.201789201264531,0.5511271454550176,-0.00040117135521666486,1.5181645320721748,7.424077038667819,4.219430545841599,23.597565881764858,,,10802.063,3455,3455,3455,3455,data/raw/nasa/5. Battery Data Set/5. BatteryAgingARC_49_50_51_52/B0050.mat
