battery_id,cycle_number,cycle_type,ambient_temperature,start_time_raw,capacity,avg_voltage_measured,min_voltage_measured,max_voltage_measured,avg_current_measured,min_current_measured,max_current_measured,avg_temperature_measured,min_temperature_measured,max_temperature_measured,avg_current_load,avg_voltage_load,duration_seconds,num_points_voltage,num_points_current,num_points_temperature,num_points_time,source_file,previous_capacity,capacity_drop,capacity_drop_pct,capacity_rolling_avg,cycle_age,temp_deviation
B0005,11,charge,24.0,[[2008.       4.       3.       9.      44.      35.078]],,4.059785107501149,3.0593224041262927,4.212763963219923,0.93266069438483,-3.3944513625869224,1.5165104184246716,26.51849450408942,24.41186883829393,29.39582042914756,,,10792.672,952,952,952,952,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.834645508212042,,,,0.017857142857142856,-2.761588495984494
B0005,12,discharge,24.0,[[2008.       4.       3.      12.      55.      10.687]],1.8356616600675495,3.5413347346347575,2.5209480504077413,4.188815807948604,-1.8168108743168805,-2.0162347618032066,0.0024899497555445,32.43418218230641,24.51442664842638,38.75169504640032,-1.80365641025641,2.3962512820512822,3652.281,195,195,195,195,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.01948051948051948,3.1540991822324926
B0005,13,charge,24.0,[[2008.       4.       3.      14.       6.      43.234]],,4.058914241429766,3.0533599221041614,4.213176751734383,0.9322724824266048,-3.401390462320561,1.5149343200832288,26.620706323978897,24.527457541863313,29.438424119486054,,,10789.985,952,952,952,952,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8356616600675495,,,,0.021103896103896104,-2.659376676095018
B0005,14,discharge,24.0,[[2008.       4.       3.      17.      17.      16.015]],1.8351461429226603,3.5410250495075215,2.487927319492314,4.18839163793879,-1.816791144707133,-2.01583310669507,0.0023142958827398,32.480416444757985,24.575581239008407,38.8207012322275,-1.8036205128205127,2.394646153846154,3650.828,195,195,195,195,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.022727272727272728,3.2003334446840697
B0005,15,charge,24.0,[[2008.       4.       3.      18.      28.      47.125]],,4.053425643583468,3.048720950345317,4.212850577044761,0.9653291698755072,-3.385806497377117,1.516037681196602,26.737918888901717,24.54571478443475,29.51081056398121,,,10127.562,920,920,920,920,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8351461429226603,,,,0.024350649350649352,-2.542164111172198
B0005,16,discharge,24.0,[[2008.       4.       3.      21.      28.      14.718]],1.8257567905665535,3.554133296801584,2.6652049047458775,4.188927891511958,-1.844341212075406,-2.0166395518034546,0.0022276160569156,32.41046186109587,24.71132429046902,38.51713023385634,-1.830883769633508,2.434628272251309,3572.453,191,191,191,191,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.025974025974025976,3.1303788610219527
B0005,17,charge,24.0,[[2008.       4.       3.      22.      38.      27.453]],,4.055637707823975,3.0824222303522406,4.213141772335243,0.9616213808811536,-3.43387007729948,1.5173922491512082,26.74145703066146,24.51382202883513,29.668813794471543,,,10147.952999999994,921,921,921,921,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8257567905665535,,,,0.027597402597402596,-2.538625969412454
B0005,18,discharge,24.0,[[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01]],1.8247738529891333,3.5529355991467955,2.6038584726333673,4.189029250882121,-1.853972745505648,-2.018357230695621,0.0054010283210214,32.3461408313,24.628487294051176,38.526267904657,-1.8405052631578949,2.44851052631579,3550.594,190,190,190,190,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.02922077922077922,3.0660578312260824
B0005,19,charge,24.0,[[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00]],,4.0551389874488235,3.075795646323062,4.212949842741421,0.9608152867945828,-3.416543780338169,1.517754813457655,26.7021703105932,24.435380667117133,29.779288735822295,,,10162.094,921,921,921,921,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8247738529891333,,,,0.030844155844155844,-2.5779126894807156
B0005,20,discharge,24.0,[[2008.       4.       4.       5.      48.       8.609]],1.824613268496936,3.5512057319376997,2.552853984885676,4.189223427076418,-1.8535899338510955,-2.016071837814984,0.0030191479674457,32.27679750791685,24.561560340089137,38.52698128472781,-1.8404957894736844,2.4496526315789473,3551.25,190,190,190,190,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.032467532467532464,2.996714507842931
B0005,21,charge,24.0,[[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01]],,4.054491573689291,3.06985284508505,4.2132271723869295,0.961954518108792,-3.4217714333372964,1.5160463401115014,26.608132946993933,24.32273250630084,29.71100043300344,,,10119.375,920,920,920,920,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.824613268496936,,,,0.03409090909090909,-2.671950053079982
B0005,22,discharge,24.0,[[2008.       4.       4.       9.      57.      19.765]],1.8246195526864504,3.549292319740949,2.4724483018527317,4.188916055911241,-1.863380178294828,-2.0160713863396573,0.0026264001899385,32.15709350345252,24.43128509546442,38.54143406601644,-1.8502624338624336,2.4602222222222223,3530.25,189,189,189,189,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.03571428571428571,2.8770105033786066
B0005,23,charge,24.0,[[2008.       4.       4.      11.       6.      50.375]],,4.0526146919932,3.0612589860161115,4.212826399381091,0.9688176644385617,-3.4044907346629887,1.5169315449208305,26.63314786563377,24.44909427715232,29.79634895864274,,,10013.235,913,913,913,913,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8246195526864504,,,,0.037337662337662336,-2.6469351344401453
B0005,24,charge,24.0,[[2008.       4.       4.      15.       5.      59.906]],,4.076087195502948,3.34157125606709,4.212863906558764,0.948479102987148,-3.78388997609184,1.517755800661927,27.033644494333256,24.588334332873952,30.37677905152779,,,9586.875,897,897,897,897,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.03896103896103896,-2.2464385057406595
B0005,25,discharge,24.0,[[2008.       4.       4.      17.      56.      27.609]],1.8142019357673915,3.559759220648976,2.64956413267546,4.189876247266316,-1.872968810287894,-2.016851865845563,0.0023645237017673,32.36407129853099,24.74037188089418,38.52197451768004,-1.8593454545454544,2.4758021390374334,3491.016,187,187,187,187,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.040584415584415584,3.083988298457072
B0005,26,charge,24.0,[[2008.       4.       4.      19.       5.      19.234]],,4.054612747973269,3.092615790717664,4.212724851227894,0.9671176035785914,-3.4380894291317374,1.5187305848630464,26.870618187745674,24.582626408111885,30.05302011094364,,,9952.359,912,912,912,912,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8142019357673915,,,,0.04220779220779221,-2.409464812328242
B0005,27,discharge,24.0,[[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01]],1.8137521577549056,3.558081969139198,2.5724981777366227,4.189286794768804,-1.882609504316083,-2.016393908986775,0.001858378552761,32.3181954403762,24.73310769931151,38.582485834057856,-1.869324731182796,2.493279569892473,3470.281,186,186,186,186,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.04383116883116883,3.0381124403022852
B0005,28,charge,24.0,[[2008.       4.       4.      23.      10.      25.421]],,4.059265909682025,3.082964486167869,4.213057848582499,0.9281364622466176,-3.4334448239833244,1.516640506364978,26.738987031481408,24.46895730598046,30.168468843680714,,,10758.031000000004,951,951,951,951,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8137521577549056,,,,0.045454545454545456,-2.541095968592508
B0005,29,discharge,24.0,[[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01]],1.8134404914735824,3.555692244172496,2.5249886697730286,4.188837765892728,-1.882536787636365,-2.0158117255163046,0.0022664654273509,32.15709029211502,24.44798340505406,38.520294134873915,-1.869324731182796,2.4930591397849464,3470.0,186,186,186,186,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.04707792207792208,2.8770072920411067
B0005,30,charge,24.0,[[2008.       4.       5.       3.      28.      57.234]],,4.053495431054621,3.0770823404741723,4.213191057068328,0.9687280220511734,-3.432001975216655,1.5169693958592914,26.692190227813647,24.320043101365822,30.06078601207466,,,9921.75,911,911,911,911,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8134404914735824,,,,0.048701298701298704,-2.5878927722602683
B0005,31,discharge,24.0,[[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00]],1.8025980036306504,3.562746818017503,2.694621861688723,4.189110301768517,-1.8817935155260217,-2.0193509920362724,0.0013199464372558,32.04407000314609,24.463097121123557,38.21358592965045,-1.868625945945946,2.493508108108108,3450.297,185,185,185,185,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.05032467532467533,2.763987003072174
B0005,32,charge,24.0,[[2008.       4.       5.       7.      33.      12.734]],,4.057009589497505,3.1099815648289453,4.212768567166564,0.9622055340791628,-3.482051074636857,1.5155189973310466,26.56331347092116,24.209464138213455,29.84105303532721,,,10000.25,914,914,914,914,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8025980036306504,,,,0.05194805194805195,-2.7167695291527565
B0005,33,discharge,24.0,[[2008.       4.       5.      10.      30.      32.312]],1.80210690024615,3.5614521756489204,2.64010141737067,4.18921207304098,-1.8921861285036712,-2.0164420273602586,0.0030782527761262,31.931593674911532,24.32051139249706,38.1983618706913,-1.8787804347826087,2.5033804347826085,3429.407,184,184,184,184,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.05357142857142857,2.651510674837617
B0005,34,charge,24.0,[[2008.      4.      5.     11.     38.     22.14]],,4.056509050138727,3.1054460082871422,4.21291099996523,0.9646896474341132,-3.4790104488850004,1.517095395882731,26.52595276450022,24.162156462647953,29.90236309006016,,,9936.031,911,911,911,911,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.80210690024615,,,,0.05519480519480519,-2.754130235573694
B0005,35,discharge,24.0,[[2008.       4.       5.      14.      34.      41.468]],1.802579500826209,3.5603420474985823,2.573903509838096,4.188899969428112,-1.9027629207037409,-2.016465255161054,0.00090184864654,31.941655359029298,24.357321702352365,38.31926916027133,-1.8890437158469944,2.5137704918032786,3409.484,183,183,183,183,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.056818181818181816,2.6615723589553824
B0005,36,charge,24.0,[[2008.       4.       5.      15.      42.      11.531]],,4.055991881873581,3.098521142673477,4.213175415157681,0.962272056961881,-3.461446831236046,1.5164629383150432,26.591676949772925,24.228713761357017,30.108307461804788,,,9989.532,913,913,913,913,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.802579500826209,,,,0.05844155844155844,-2.6884060503009906
B0005,37,discharge,24.0,[[2008.       4.       5.      18.      39.      25.218]],1.8030683142834096,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.9133470605822436,-2.0181069603406625,-0.0004481239748701,31.965008645476725,24.382419922756025,38.4787542519308,-1.89941978021978,2.5288736263736262,3390.422,182,182,182,182,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.060064935064935064,2.68492564540281
B0005,38,charge,24.0,[[2008.       4.       5.      19.      46.      36.125]],,4.056478346718693,3.089171188226161,4.212972694840331,0.9537153567418096,-3.450379445041623,1.5161161861598926,26.645032205307864,24.241843287727782,30.32132377942574,,,10158.782,922,922,922,922,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8030683142834096,,,,0.06168831168831169,-2.6350507947660518
B0005,39,discharge,24.0,[[2008.       4.       5.      22.      46.      35.484]],1.802777624719604,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481536,-2.0170254305215485,0.0023375587090041,31.966241678512723,24.355030419469987,38.54659017774874,-1.8994164835164835,2.5293241758241756,3390.281,182,182,182,182,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.0633116883116883,2.686158678438808
B0005,40,charge,24.0,[[2008.      4.     18.     17.     34.     22.89]],,4.079851333950047,3.235784344365443,4.212806303346363,0.9411642330468534,-3.646980102654795,1.5167316228940972,25.663244609650953,24.19543355059427,29.01875034428269,,,10289.312,933,933,933,933,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.802777624719604,,,,0.06493506493506493,-3.616838390422963
B0005,41,impedance,24.0,[[2008.       4.      18.      20.      55.      29.859]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.06655844155844155,
B0005,42,discharge,24.0,[[2008.       4.      18.      21.      10.      19.796]],1.8470259949329193,3.5520375235511907,2.632142800798914,4.187614060563439,-1.8553455745575975,-2.01684718332263,0.0059551658046401,32.37143341978575,24.549424447285215,38.44749852224995,-1.8422010416666668,2.4483229166666667,3591.734,192,192,192,192,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.06818181818181818,3.091350419711837
B0005,43,impedance,24.0,[[2008.       4.      18.      22.      39.      16.312]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8470259949329193,,,,0.0698051948051948,
B0005,44,charge,24.0,[[2008.       4.      18.      22.      53.      58.343]],,4.057903790387567,3.0683685778510936,4.213442172806784,0.9612867786553304,-3.398836643486512,1.5153264287158423,26.015018000119397,24.71458123416169,29.35647195784361,,,10283.077999999994,927,927,927,927,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.07142857142857142,-3.265064999954518
B0005,45,impedance,24.0,[[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.07305194805194805,
B0005,46,discharge,24.0,[[2008    4   19    2   29    9]],1.847417311283644,3.5525668436897124,2.5027764692056795,4.1876287811083985,-1.8746995273150977,-2.016190951623346,0.0016182635202416,32.70024990461686,24.917503693363493,38.992275791716615,-1.8615263157894737,2.4740684210526314,3552.297,190,190,190,190,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.07467532467532467,3.4201669045429455
B0005,47,impedance,24.0,[[2008.       4.      19.       3.      57.      24.187]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.847417311283644,,,,0.0762987012987013,
B0005,48,charge,24.0,[[2008.       4.      19.       4.      12.       6.343]],,4.056383883924776,3.062344528295997,4.212832102518414,0.963212383695507,-3.4078891045691866,1.516710708987509,26.09181445728815,24.720199951723636,29.32754285404437,,,10281.39,924,924,924,924,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.07792207792207792,-3.1882685427857638
B0005,49,impedance,24.0,[[2008.       4.      19.       7.      32.      33.656]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.07954545454545454,
B0005,50,discharge,24.0,[[2008.       4.      19.       7.      47.      15.703]],1.8361774213478947,3.556794038327039,2.617507742871704,4.187447226312926,-1.873827212788385,-2.016760348146938,0.0025192157843694,32.32266411829938,24.56596639952811,38.51424197364312,-1.8608,2.480037037037037,3531.578,189,189,189,189,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.08116883116883117,3.0425811182254634
B0005,51,impedance,24.0,[[2008.       4.      19.       9.      15.      10.453]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8361774213478947,,,,0.08279220779220779,
B0005,52,charge,24.0,[[2008.       4.      19.       9.      29.      52.703]],,4.058279288673889,3.0904138909445984,4.212770290752828,0.969750668043904,-3.464130250924988,1.5163150263089855,25.70903005745027,24.33879447791203,28.938506516868497,,,10081.797,914,914,914,914,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.08441558441558442,-3.571052942623645
B0005,53,impedance,24.0,[[2.008e+03 4.000e+00 1.900e+01 1.200e+01 4.700e+01 4.210e-01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.08603896103896104,
B0005,54,discharge,24.0,[[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01]],1.825780747577624,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,-2.0160230713598764,0.0037933120349866,31.98795810666763,24.21658146702539,38.165816144899125,-1.8700117647058825,2.4924491978609624,3492.907,187,187,187,187,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.08766233766233766,2.7078751065937148
B0005,55,impedance,24.0,[[2008.       4.      19.      14.      28.      58.984]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.825780747577624,,,,0.08928571428571429,
B0005,56,charge,24.0,[[2008.       4.      19.      14.      43.      41.265]],,4.065739463308087,3.1140130371184864,4.213276766831537,0.931056714150449,-3.4935571241981895,1.5169994248587462,25.473631563964577,24.197877286536087,28.754789972770777,,,10797.328,950,950,950,950,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.09090909090909091,-3.806451436109338
B0005,57,impedance,24.0,[[2008.       4.      19.      18.      12.      47.531]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.09253246753246754,
B0005,58,discharge,24.0,[[2008.       4.      19.      18.      27.      29.828]],1.8251136435078368,3.556610794781798,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,0.0034388887386759,31.894456524691385,24.05499065781757,38.16526203587147,-1.860063829787234,2.4792606382978724,3511.594,188,188,188,188,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.09415584415584416,2.61437352461747
B0005,59,impedance,24.0,[[2008.       4.      19.      19.      55.       5.296]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.8251136435078368,,,,0.09577922077922078,
B0005,60,charge,24.0,[[2008.      4.     19.     20.      9.     47.75]],,4.0611501521821065,3.108464373403045,4.212690151499114,0.9648375330851496,-3.4951011322233136,1.5184741108182815,25.427401199812184,24.10735799959908,28.688602374299094,,,10099.218,916,916,916,916,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.09740259740259741,-3.852681800261731
B0005,61,impedance,24.0,[[2008.       4.      19.      23.      27.      13.343]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.09902597402597403,
B0005,62,discharge,24.0,[[2008.       4.      19.      23.      41.      55.687]],1.825581504220376,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.0161148625656655,0.0012614422239159,31.78039681801023,24.024851602995685,38.27549578575718,-1.9004891304347828,2.5292119565217392,3431.937000000006,184,184,184,184,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.10064935064935066,2.5003138179363162
B0005,63,impedance,24.0,[[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 8.0000e+00 1.1406e+01]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.825581504220376,,,,0.10227272727272728,
B0005,64,charge,24.0,[[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 2.2000e+01 5.3953e+01]],,4.060647477294544,3.099532736693632,4.212873191810286,0.9656310887431298,-3.4904911773797043,1.516919363258194,25.37095530984966,24.033722015137,28.633407089003217,,,10078.719,915,915,915,915,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.1038961038961039,-3.909127690224256
B0005,65,impedance,24.0,[[2008.       4.      20.       4.      39.      59.296]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.10551948051948051,
B0005,66,discharge,24.0,[[2008.       4.      20.       4.      54.      41.734]],1.814031127508391,3.564103182686905,2.6849988185249796,4.188261122540052,-1.9030532722310995,-2.0168636304742815,0.0031353992245556,31.688747146342205,23.93622764909489,37.982160799183106,-1.8896369565217397,2.516663043478261,3431.125,184,184,184,184,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.10714285714285714,2.40866414626829
B0005,67,impedance,24.0,[[2008.       4.      20.       6.      20.      57.125]],,,,,,,,,,,,,,0,0,0,0,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,1.814031127508391,,,,0.10876623376623376,
B0005,68,charge,24.0,[[2008.       4.      20.       6.      35.      39.765]],,4.067270138639281,3.133150786659082,4.213238259402031,0.9343625511181636,-3.5331810156551415,1.5161717111709383,25.273682170348483,23.947398698846445,28.589954117359028,,,10617.375,942,942,942,942,data/raw/nasa/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0005.mat,,,,,0.11038961038961038,-4.0064008297254325
